Trade_Date,Asset_ID,Asset_Name,Price,Holding_Weight_Pct,Daily_Contribution_Pct
2025-09-22,CN_ETF:159985.SZ,豆粕ETF (159985),1.985,11.56927209833841,-0.034997473385749954
2025-09-22,CN_ETF:510300.SH,沪深300ETF (510300),4.619,13.86846733803263,0.045072503602858645
2025-09-22,CN_ETF:512890.SH,红利低波ETF (512890),1.15,12.2542502468979,-0.09597791943668038
2025-09-22,CN_ETF:518880.SH,黄金ETF (518880),8.048,8.528463645287621,0.15907942448068513
2025-09-22,CN_INDEX:CBA21801.CS,中债30年国债指数 (CBA21801),246.6045,44.42554388822518,0.07346818087266087
2025-09-23,CN_ETF:159981.SZ,能源化工ETF (159981),1.277,8.74835990769066,-0.027316704850159152
2025-09-23,CN_ETF:159985.SZ,豆粕ETF (159985),1.942,11.354347333005629,-0.2506189925584655
2025-09-23,CN_ETF:510300.SH,沪深300ETF (510300),4.622,13.921238450575549,0.009007447935505697
2025-09-23,CN_ETF:512890.SH,红利低波ETF (512890),1.157,12.36772126744292,0.07459108845937917
2025-09-23,CN_ETF:518880.SH,黄金ETF (518880),8.143,8.65634775139639,0.10067147692623467
2025-09-23,CN_INDEX:CBA21801.CS,中债30年国债指数 (CBA21801),245.3794,44.344246710417465,-0.2207004893157448
2025-09-24,CN_ETF:159981.SZ,能源化工ETF (159981),1.294,8.85430316289094,0.11646211310159982
2025-09-24,CN_ETF:159985.SZ,豆粕ETF (159985),1.952,11.39927235531598,0.05846728801753577
2025-09-24,CN_ETF:510300.SH,沪深300ETF (510300),4.663,14.028063196694191,0.12348999923704143
2025-09-24,CN_ETF:512890.SH,红利低波ETF (512890),1.157,12.35304592457985,0.0
2025-09-24,CN_ETF:518880.SH,黄金ETF (518880),8.19,8.69597993573378,0.04996295521498506
2025-09-24,CN_INDEX:CBA21801.CS,中债30年国债指数 (CBA21801),244.109,44.0623179783207,-0.22958296833765984
2025-09-25,CN_ETF:159981.SZ,能源化工ETF (159981),1.305,8.91545067338793,0.07526841946816089
2025-09-25,CN_ETF:159985.SZ,豆粕ETF (159985),1.961,11.4337209557462,0.052558120490699925
2025-09-25,CN_ETF:510300.SH,沪深300ETF (510300),4.695,14.10199555086123,0.09626807254862052
2025-09-25,CN_ETF:512890.SH,红利低波ETF (512890),1.149,12.24823200616868,-0.08541431927107902
2025-09-25,CN_ETF:518880.SH,黄金ETF (518880),8.146,8.635583969728671,-0.04671832932506435
2025-09-25,CN_INDEX:CBA21801.CS,中债30年国债指数 (CBA21801),244.477,44.058959313583415,0.06642497005854363
2025-09-26,CN_ETF:159981.SZ,能源化工ETF (159981),1.299,8.89287645240789,-0.04099057780867989
2025-09-26,CN_ETF:159985.SZ,豆粕ETF (159985),1.948,11.38149378566913,-0.0757972322410516
2025-09-26,CN_ETF:510300.SH,沪深300ETF (510300),4.651,13.998826599954912,-0.13215927672798694
2025-09-26,CN_ETF:512890.SH,红利低波ETF (512890),1.149,12.27364964382959,0.0
